Material_ID,Material_Name,Material_Class,Base_Fiber,Coating_Type,Weave_Pattern,Test_Environment,Areal_Density_gm2,Thickness_mm,Outgassing_TML_percent,Outgassing_CVCM_percent,Flammability_Rating,Thermal_Conductivity_Through_WmK,Thermal_Conductivity_InPlane_WmK,Tensile_Strength_MPa,Tensile_Modulus_GPa,Bulk_Density_kgm3,Max_Service_Temp_C,k_-100C_WmK,k_0C_WmK,k_23C_WmK,k_150C_WmK,k_200C_WmK,Notes,Data_Source
HP-PBI-TW-100,PBI fabric,Textile,PBI,,Twill,Air,180.0,0.1,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-TW-200,PBI fabric,Textile,PBI,,Twill,Air,180.0,0.2,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-TW-500,PBI fabric,Textile,PBI,,Twill,Air,180.0,0.5,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-RI-50,PBI fabric,Textile,PBI,,Ripstop,Air,160.0,0.05,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-RI-100,PBI fabric,Textile,PBI,,Ripstop,Air,160.0,0.1,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-RI-200,PBI fabric,Textile,PBI,,Ripstop,Air,160.0,0.2,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-RI-500,PBI fabric,Textile,PBI,,Ripstop,Air,160.0,0.5,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-UD-50,PBI fabric,Textile,PBI,,UD,Air,120.0,0.05,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-UD-100,PBI fabric,Textile,PBI,,UD,Air,120.0,0.1,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-UD-200,PBI fabric,Textile,PBI,,UD,Air,120.0,0.2,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-UD-500,PBI fabric,Textile,PBI,,UD,Air,120.0,0.5,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-NO-50,PBI fabric,Textile,PBI,,Nonwoven,Air,100.0,0.05,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-NO-100,PBI fabric,Textile,PBI,,Nonwoven,Air,100.0,0.1,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-NO-200,PBI fabric,Textile,PBI,,Nonwoven,Air,100.0,0.2,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-NO-500,PBI fabric,Textile,PBI,,Nonwoven,Air,100.0,0.5,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-PA-50,PBI fabric,Textile,PBI,,Paper,Air,80.0,0.05,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-PA-100,PBI fabric,Textile,PBI,,Paper,Air,80.0,0.1,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-PA-200,PBI fabric,Textile,PBI,,Paper,Air,80.0,0.2,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-PA-500,PBI fabric,Textile,PBI,,Paper,Air,80.0,0.5,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PI_KAPTON-PL-50,PI (Kapton) film,Film,PI (Kapton),,Plain,Air,150.0,0.05,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-PL-100,PI (Kapton) film,Film,PI (Kapton),,Plain,Air,150.0,0.1,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-PL-200,PI (Kapton) film,Film,PI (Kapton),,Plain,Air,150.0,0.2,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-PL-500,PI (Kapton) film,Film,PI (Kapton),,Plain,Air,150.0,0.5,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-TW-50,PI (Kapton) film,Film,PI (Kapton),,Twill,Air,180.0,0.05,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-TW-100,PI (Kapton) film,Film,PI (Kapton),,Twill,Air,180.0,0.1,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-TW-200,PI (Kapton) film,Film,PI (Kapton),,Twill,Air,180.0,0.2,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-TW-500,PI (Kapton) film,Film,PI (Kapton),,Twill,Air,180.0,0.5,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-RI-50,PI (Kapton) film,Film,PI (Kapton),,Ripstop,Air,160.0,0.05,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-RI-100,PI (Kapton) film,Film,PI (Kapton),,Ripstop,Air,160.0,0.1,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-RI-200,PI (Kapton) film,Film,PI (Kapton),,Ripstop,Air,160.0,0.2,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-RI-500,PI (Kapton) film,Film,PI (Kapton),,Ripstop,Air,160.0,0.5,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-UD-50,PI (Kapton) film,Film,PI (Kapton),,UD,Air,120.0,0.05,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-UD-100,PI (Kapton) film,Film,PI (Kapton),,UD,Air,120.0,0.1,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-UD-200,PI (Kapton) film,Film,PI (Kapton),,UD,Air,120.0,0.2,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-UD-500,PI (Kapton) film,Film,PI (Kapton),,UD,Air,120.0,0.5,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-NO-50,PI (Kapton) film,Film,PI (Kapton),,Nonwoven,Air,100.0,0.05,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-NO-100,PI (Kapton) film,Film,PI (Kapton),,Nonwoven,Air,100.0,0.1,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-NO-200,PI (Kapton) film,Film,PI (Kapton),,Nonwoven,Air,100.0,0.2,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-NO-500,PI (Kapton) film,Film,PI (Kapton),,Nonwoven,Air,100.0,0.5,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-PA-50,PI (Kapton) film,Film,PI (Kapton),,Paper,Air,80.0,0.05,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-PA-100,PI (Kapton) film,Film,PI (Kapton),,Paper,Air,80.0,0.1,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-PA-200,PI (Kapton) film,Film,PI (Kapton),,Paper,Air,80.0,0.2,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PI_KAPTON-PA-500,PI (Kapton) film,Film,PI (Kapton),,Paper,Air,80.0,0.5,,,Pass,0.12,,,,1420,,,,0.12,,,Representative values; verify per supplier grade.,Kapton film
HP-PTFE-PL-50,PTFE film,Film,PTFE,,Plain,Air,150.0,0.05,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-PL-100,PTFE film,Film,PTFE,,Plain,Air,150.0,0.1,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-PL-200,PTFE film,Film,PTFE,,Plain,Air,150.0,0.2,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-PL-500,PTFE film,Film,PTFE,,Plain,Air,150.0,0.5,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-TW-50,PTFE film,Film,PTFE,,Twill,Air,180.0,0.05,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-TW-100,PTFE film,Film,PTFE,,Twill,Air,180.0,0.1,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-TW-200,PTFE film,Film,PTFE,,Twill,Air,180.0,0.2,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-TW-500,PTFE film,Film,PTFE,,Twill,Air,180.0,0.5,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-RI-50,PTFE film,Film,PTFE,,Ripstop,Air,160.0,0.05,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-RI-100,PTFE film,Film,PTFE,,Ripstop,Air,160.0,0.1,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-RI-200,PTFE film,Film,PTFE,,Ripstop,Air,160.0,0.2,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-RI-500,PTFE film,Film,PTFE,,Ripstop,Air,160.0,0.5,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-UD-50,PTFE film,Film,PTFE,,UD,Air,120.0,0.05,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-UD-100,PTFE film,Film,PTFE,,UD,Air,120.0,0.1,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-UD-200,PTFE film,Film,PTFE,,UD,Air,120.0,0.2,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-UD-500,PTFE film,Film,PTFE,,UD,Air,120.0,0.5,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-NO-50,PTFE film,Film,PTFE,,Nonwoven,Air,100.0,0.05,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-NO-100,PTFE film,Film,PTFE,,Nonwoven,Air,100.0,0.1,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-NO-200,PTFE film,Film,PTFE,,Nonwoven,Air,100.0,0.2,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-NO-500,PTFE film,Film,PTFE,,Nonwoven,Air,100.0,0.5,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-PA-50,PTFE film,Film,PTFE,,Paper,Air,80.0,0.05,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-PA-100,PTFE film,Film,PTFE,,Paper,Air,80.0,0.1,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-PA-200,PTFE film,Film,PTFE,,Paper,Air,80.0,0.2,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-PTFE-PA-500,PTFE film,Film,PTFE,,Paper,Air,80.0,0.5,0.05,0.0,Pass,0.25,,,,2200,,,,0.25,,,Representative values; verify per supplier grade.,PTFE bulk
HP-EPTFE-PL-50,ePTFE film,Film,ePTFE,,Plain,Air,150.0,0.05,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-PL-100,ePTFE film,Film,ePTFE,,Plain,Air,150.0,0.1,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-PL-200,ePTFE film,Film,ePTFE,,Plain,Air,150.0,0.2,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-PL-500,ePTFE film,Film,ePTFE,,Plain,Air,150.0,0.5,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-TW-50,ePTFE film,Film,ePTFE,,Twill,Air,180.0,0.05,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-TW-100,ePTFE film,Film,ePTFE,,Twill,Air,180.0,0.1,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-TW-200,ePTFE film,Film,ePTFE,,Twill,Air,180.0,0.2,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-TW-500,ePTFE film,Film,ePTFE,,Twill,Air,180.0,0.5,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-RI-50,ePTFE film,Film,ePTFE,,Ripstop,Air,160.0,0.05,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-RI-100,ePTFE film,Film,ePTFE,,Ripstop,Air,160.0,0.1,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-RI-200,ePTFE film,Film,ePTFE,,Ripstop,Air,160.0,0.2,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-RI-500,ePTFE film,Film,ePTFE,,Ripstop,Air,160.0,0.5,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-UD-50,ePTFE film,Film,ePTFE,,UD,Air,120.0,0.05,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-UD-100,ePTFE film,Film,ePTFE,,UD,Air,120.0,0.1,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-UD-200,ePTFE film,Film,ePTFE,,UD,Air,120.0,0.2,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-UD-500,ePTFE film,Film,ePTFE,,UD,Air,120.0,0.5,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-NO-50,ePTFE film,Film,ePTFE,,Nonwoven,Air,100.0,0.05,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-NO-100,ePTFE film,Film,ePTFE,,Nonwoven,Air,100.0,0.1,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-NO-200,ePTFE film,Film,ePTFE,,Nonwoven,Air,100.0,0.2,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-NO-500,ePTFE film,Film,ePTFE,,Nonwoven,Air,100.0,0.5,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-PA-50,ePTFE film,Film,ePTFE,,Paper,Air,80.0,0.05,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-PA-100,ePTFE film,Film,ePTFE,,Paper,Air,80.0,0.1,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-PA-200,ePTFE film,Film,ePTFE,,Paper,Air,80.0,0.2,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-EPTFE-PA-500,ePTFE film,Film,ePTFE,,Paper,Air,80.0,0.5,0.05,0.0,Pass,0.25,,,,600,,,,0.25,,,Representative values; verify per supplier grade.,ePTFE membrane
HP-ETFE-PL-50,ETFE film,Film,ETFE,,Plain,Air,150.0,0.05,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-PL-100,ETFE film,Film,ETFE,,Plain,Air,150.0,0.1,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-PL-200,ETFE film,Film,ETFE,,Plain,Air,150.0,0.2,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-PL-500,ETFE film,Film,ETFE,,Plain,Air,150.0,0.5,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-TW-50,ETFE film,Film,ETFE,,Twill,Air,180.0,0.05,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-TW-100,ETFE film,Film,ETFE,,Twill,Air,180.0,0.1,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-TW-200,ETFE film,Film,ETFE,,Twill,Air,180.0,0.2,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-TW-500,ETFE film,Film,ETFE,,Twill,Air,180.0,0.5,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-RI-50,ETFE film,Film,ETFE,,Ripstop,Air,160.0,0.05,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-RI-100,ETFE film,Film,ETFE,,Ripstop,Air,160.0,0.1,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-RI-200,ETFE film,Film,ETFE,,Ripstop,Air,160.0,0.2,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-RI-500,ETFE film,Film,ETFE,,Ripstop,Air,160.0,0.5,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-UD-50,ETFE film,Film,ETFE,,UD,Air,120.0,0.05,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-UD-100,ETFE film,Film,ETFE,,UD,Air,120.0,0.1,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-UD-200,ETFE film,Film,ETFE,,UD,Air,120.0,0.2,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-UD-500,ETFE film,Film,ETFE,,UD,Air,120.0,0.5,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-NO-50,ETFE film,Film,ETFE,,Nonwoven,Air,100.0,0.05,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-NO-100,ETFE film,Film,ETFE,,Nonwoven,Air,100.0,0.1,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-NO-200,ETFE film,Film,ETFE,,Nonwoven,Air,100.0,0.2,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-NO-500,ETFE film,Film,ETFE,,Nonwoven,Air,100.0,0.5,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-PA-50,ETFE film,Film,ETFE,,Paper,Air,80.0,0.05,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-PA-100,ETFE film,Film,ETFE,,Paper,Air,80.0,0.1,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-PA-200,ETFE film,Film,ETFE,,Paper,Air,80.0,0.2,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-ETFE-PA-500,ETFE film,Film,ETFE,,Paper,Air,80.0,0.5,,,Pass,0.23,,,,1750,,,,0.23,,,Representative values; verify per supplier grade.,ETFE film
HP-FEP-PL-50,FEP film,Film,FEP,,Plain,Air,150.0,0.05,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-PL-100,FEP film,Film,FEP,,Plain,Air,150.0,0.1,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-PL-200,FEP film,Film,FEP,,Plain,Air,150.0,0.2,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-PL-500,FEP film,Film,FEP,,Plain,Air,150.0,0.5,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-TW-50,FEP film,Film,FEP,,Twill,Air,180.0,0.05,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-TW-100,FEP film,Film,FEP,,Twill,Air,180.0,0.1,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-TW-200,FEP film,Film,FEP,,Twill,Air,180.0,0.2,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-TW-500,FEP film,Film,FEP,,Twill,Air,180.0,0.5,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-RI-50,FEP film,Film,FEP,,Ripstop,Air,160.0,0.05,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-RI-100,FEP film,Film,FEP,,Ripstop,Air,160.0,0.1,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-RI-200,FEP film,Film,FEP,,Ripstop,Air,160.0,0.2,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-RI-500,FEP film,Film,FEP,,Ripstop,Air,160.0,0.5,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-UD-50,FEP film,Film,FEP,,UD,Air,120.0,0.05,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-UD-100,FEP film,Film,FEP,,UD,Air,120.0,0.1,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-UD-200,FEP film,Film,FEP,,UD,Air,120.0,0.2,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-UD-500,FEP film,Film,FEP,,UD,Air,120.0,0.5,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-NO-50,FEP film,Film,FEP,,Nonwoven,Air,100.0,0.05,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-NO-100,FEP film,Film,FEP,,Nonwoven,Air,100.0,0.1,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-NO-200,FEP film,Film,FEP,,Nonwoven,Air,100.0,0.2,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-NO-500,FEP film,Film,FEP,,Nonwoven,Air,100.0,0.5,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-PA-50,FEP film,Film,FEP,,Paper,Air,80.0,0.05,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-PA-100,FEP film,Film,FEP,,Paper,Air,80.0,0.1,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-PA-200,FEP film,Film,FEP,,Paper,Air,80.0,0.2,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-FEP-PA-500,FEP film,Film,FEP,,Paper,Air,80.0,0.5,,,Pass,0.25,,,,2150,,,,0.25,,,Representative values; verify per supplier grade.,FEP film
HP-PEEK-PL-50,PEEK fabric,Textile,PEEK,,Plain,Air,150.0,0.05,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-PL-100,PEEK fabric,Textile,PEEK,,Plain,Air,150.0,0.1,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-PL-200,PEEK fabric,Textile,PEEK,,Plain,Air,150.0,0.2,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-PL-500,PEEK fabric,Textile,PEEK,,Plain,Air,150.0,0.5,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-TW-50,PEEK fabric,Textile,PEEK,,Twill,Air,180.0,0.05,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-TW-100,PEEK fabric,Textile,PEEK,,Twill,Air,180.0,0.1,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
